Text,Sentiment
Ya cancele ya,positivo
Ya%20pague%20señores,positivo
Para que ladron,positivo
Don Wilder x fa necesito urgente me perjudica bastante,positivo
Buenas noches caja cusco. ya esta pagado no me esté enviando sin verificar bien vea bien si,positivo
Como es cosa,positivo
Si pero mis fechas de pago son los 5 de cada mes,positivo
A quien,positivo
"No tengo para llamar, solo mensaje misio, me cortaron la linea x no pagar... Tu sabes, la pandemia nos dejo sin trabajo a todos, ya vendi mi carro y mis",positivo
"El numero 988574234 realizo una llamada, busca comunicarse contigo.",positivo
Es pospago.y tengo que pagar el 16 de octubre así me dijo,positivo
Se a confundido de numero,positivo
Buenos Dia quienes son ustedes por que yo se que debo y debo a mas de 6 identidades y no se quien es usted de que empresa identidad me habla,positivo
Cada que yo quiero,positivo
?¿?¿??,positivo
942891193,positivo
Fui dos beses a pagar mis tres letras pero me dise que debo 5,positivo
Pageeee,positivo
Pero tratare esta semana de pagar por favor,positivo
"El numero 964741851 realizo una llamada, busca comunicarse contigo.",positivo
Ya les dije ustedes me describen la deuda ojo no el monto! Y hablamos a mi no me vana decir que solo compraron la deuda y no tienen la descripcion,positivo
Hoy me aserco gracias,positivo
Ademas me encuentro de viaje no estoy por el momento en viru..gracias,positivo
Que es eso?,positivo
"El numero 955690559 realizo una llamada, busca comunicarse contigo.",positivo
Ya pague los intereses de las joyas,positivo
ese pago.En todo caso les rogaria dejarlo pendiente al final y cuando llegue me acercaré para hacer el pago correspondiente.Mucho agradeceré acceder a mi,positivo
De que este en que agencia llamo y no contestan por que,positivo
Llamenme,positivo
"me dieron opcion a pagar hasta el ,25 del presente",positivo
Iré a pagar BBVA CON QUE CODIGO porfavor,positivo
"El numero 943036376 quiere comunicarse contigo, si deseas llamalo.",positivo
No%20jodan%20no%20tengo%20plata,positivo
En casa m escrives en el moento q m vas a llamar. Para estar atento o ya estas libre,positivo
Yo pague completo el equipo,positivo
Kienes son,positivo
Ya pagu,positivo
Estoy cansada q me escriban diciéndome w tengo deuda,positivo
Por favor pueden dejar de mandar mensaje y de llamar a este numero,positivo
Aea,positivo
No entiendo a k se refiere,positivo
Kien tiene deuda invesil,positivo
Disculpa mas seguro mañana estoy pagando mi cuota se le agradece su comprension,positivo
No boy a pagar de una laptop malogrado si puedo pagar de la cocina,positivo
Dime cuanto te debe buena vida,positivo
Seguro pero que voy a cambiar a verde ?,positivo
Es un abuso y en esta pandemia,positivo
"El numero 962810729 quiere comunicarse contigo, si deseas llamalo.",positivo
Quiero mas informes. Por qué el numero que aparece en mi pantalla no responde.,positivo
"El numero 999519091 realizo una llamada, busca comunicarse contigo.",positivo
ta tienda estoy que llamo al número que me manda él mensaje,positivo
DNI 25854985,positivo
Y por qué no llamas tu?,positivo
"El numero 989063889 realizo una llamada, busca comunicarse contigo.",positivo
Que equipos no me jodan voy a dar de baja a t odo,positivo
"Hay congelamiento ,y deven d borrar la cuota 16",positivo
"El numero 988454607 quiere comunicarse contigo, si deseas llamalo.",positivo
Disculpe estube ocupada,positivo
Como es de reactiva peru no dicen nada,positivo
Quien eres a,positivo
Eso no es mi dueda,positivo
K carajos no entienden k no debo nada,positivo
Si voy a pagar pero tengo un billete de 200 soles se podría es lo q,positivo
Que si yo no debo 6000 ya les dije si quieren les pago 100 soles y nada mas,positivo
Me llamo josué,positivo
Si desea comunique con su esposa,positivo
Cota de que yo no devo,positivo
No estoy ocioso,positivo
"El numero 983940744 realizo una llamada, busca comunicarse contigo.",positivo
Y porq lo tengo q llamar,positivo
Pagare mi deuda en diciembre,positivo
Disculpa amigo ya esta cancelado,positivo
Soy la señora liliane leon mi numero es 990737632,positivo
"El numero 948659030 quiere comunicarse contigo, si deseas llamalo.",positivo
"Ya , ahorita voy a llamar ctm",positivo
Sobre qees,positivo
"El numero 954621332 realizo una llamada, busca comunicarse contigo.",positivo
"El numero 954546828 quiere comunicarse contigo, si deseas llamalo.",positivo
Deq es de q trata ?,positivo
"El numero 966902168 realizo una llamada, busca comunicarse contigo.",positivo
Como puedo financiar mi deuda,positivo
"El numero 943294695 realizo una llamada, busca comunicarse contigo.",positivo
¿Qué equipos?,positivo
Ya pagué en la mañana,positivo
"Buenos dias, por favor se que estoy muy atrasada, me gustaria pagar un mes .... cuanto seria y como realizo el pago",positivo
Por que tengo deuda si me descuentan mensualmente de mi sueldo,positivo
De k me abla disculpe,positivo
Quien es usted? Estoy marcando su numero Por favor conteste,positivo
Ayer se a pagado,positivo
Ya carajo. Estamos. Hartos. Contata notificaciones.,positivo
Donde puedo pagar x favor,positivo
Ya pague,positivo
Mi esposo esta con covi19,positivo
"El numero 943293775 quiere comunicarse contigo, si deseas llamalo.",positivo
Por favor no enviar mensajes numero equivocado verifique su contacto.,positivo
Ya pague una parte,positivo
Hoy%20recien%20se%20cumple%20la%20fecha%20,positivo
Ya e cancelado ayer,positivo
Ya pague huevones,positivo
Ya se hizo el pago,positivo
"El numero 988406151 quiere comunicarse contigo, si deseas llamalo.",positivo
No llamo a números desconocidos identificate,positivo
No dan respuesta,positivo
A pagar,positivo
"Como pueden mandar ala central de riesgo sino paguo hasta es porque no he podido por el estado de emergencia ,voy a pagar pero necesito tiempo para poder",positivo
ostigamiento y daños a mi persona tengo este número 98437887 donde,positivo
Disculpe ya le dije q cancele todo...,positivo
Gracias por lo de INOCENTE! ??,positivo
De parte de quién?,positivo
"Disculpa pero me toca pagar todos los viernes aun no es viernes , el dia viernes pagare mis dos cuotas , gracias .",positivo
Y lo tengo los doz baucher,positivo
Desde enero enpesar a pagar,positivo
Disculpe cual es el trato x que en esta emergencia no se puede conseguir y recien estamos saliendo,positivo
No se por que me mandan estos msj.yo no debo nadaaaaaaa,positivo
Sres. Buenos dias ya estoy pagando. Gracias.,positivo
Si pague,positivo
Buenos dias nesicito toda la cuenta para cancelar todo,positivo
"Mañana lo estaré haciendo... Espero su comprension... Recuerden que estamos pasando un tiempo dificil, no creo que me cobren 5 soles de multa por un dia",positivo
"El numero 969638026 realizo una llamada, busca comunicarse contigo.",positivo
Ni por pandemia,positivo
"Y siguen con la misma cantaleta, debuelvanme mis aportaciones y listo",positivo
Hola buenos dias con quien tengo el gusto ?,positivo
Como hago no me contestan a ese numero.,positivo
No buelvas ha joderme ke deuda tengo mafioso estafador ladron,positivo
Puede decirme la cantidad de lo que se debe,positivo
"El numero 949788767 quiere comunicarse contigo, si deseas llamalo.",positivo
Disculpa no debo dejen de llamar gracias,positivo
Mi codigo,positivo
De que banco me escriben. Estoy sin trabajo mas de un año. Lo pueden verificar en los sistemas. Sin trabajo no puedo asumir mis pagos,positivo
Ok cuando guste puede venir a recoger,positivo
No conozco quien es no tengo porque llamar 😡,positivo
Para poder pagar la deuda,positivo
Que enserio ya pague todo,positivo
Buenos dias cuanto es la deuda?,positivo
ya lo pagye en la mañana,positivo
Facil es saber de quien es este numero,positivo
Supongo que ya habras cortado mi linea de teléfono y de internet que no los necesito.,positivo
Sobre? Que asunto?,positivo
Asi k mas cuento,positivo
vez que me molestan mandandome mensaje para pagar,positivo
Ya cancele desde el 21,positivo
Hola. Ya pague hace 03 dias. Gracias.,positivo
"El numero 917774829 realizo una llamada, busca comunicarse contigo.",positivo
ayer pague la segunda cuota,positivo
"El numero 944878349 quiere comunicarse contigo, si deseas llamalo.",positivo
Mañana me hacercare a la ofici a a pagar,positivo
Seguro son unos ratero porque está línea no es de Pablo sinvergüenzas,positivo
"Buenas tardes, por favor después de las 6p.m. podria enviarlo , me encuentro trabajando .",positivo
digame,positivo
Ya hice mi pago él dia de ayer,positivo
Ys pague,positivo
Ya%20page%20,positivo
Ya le dije que gracias pero no cuento con ese monto,positivo
Buenos dias en el vancovesta el dinero gracias,positivo
Disculpe quién es?,positivo
yo%20no%20debo%20esa%20cantidad,positivo
Yo%20no%20tengo%20q%20pagar%20nada,positivo
A cuanto asciende mi deuda?,positivo
Chupamelapinga%20,positivo
Buen dia ayer quedamos k me Ivan hacer una llamada,positivo
Moises?????,positivo
Cuando van a benir recojer,positivo
"El numero 955629825 realizo una llamada, busca comunicarse contigo.",positivo
No hice contratos con ONCOSALUD..No molestar,positivo
"El numero 984544952 realizo una llamada, busca comunicarse contigo.",positivo
??????%20,positivo
Oe csm por que ps me reprograman mi credito csm si ya estoy pagando,positivo
Te puedo depositar a ti 200 soles y que quede así no más,positivo
Yo ya pagué el dia martes,positivo
i código,positivo
Enviala estoy con covid,positivo
Carajo ya esta depocitado,positivo
172 ?? Maria ??,positivo
"El numero 945808601 quiere comunicarse contigo, si deseas llamalo.",positivo
Yo ya liquide mi cuenta ya no me este mandando mensajes tengo la constancia de no adeudo gracias,positivo
"Yo no tengo deuda ...porque me viene esos mensajes, no entiendo",positivo
"El numero 998736339 quiere comunicarse contigo, si deseas llamalo.",positivo
"Sres de Sullana , asi como mandan mensajes del pago q uno tiene q hacer seria bueno q revisen si ua pague, he pagado el miércoles por q me hostigan desde lunes",positivo
Pudrete usurero no tengo ni pa comer y te voy a pagar,positivo
"El numero 956998119 realizo una llamada, busca comunicarse contigo.",positivo
Dejen de estar enviando mensajes ... No tengo nada que refinaciar con uds. Okay !!,positivo
Necesito comunicarme con ustedes,positivo
Ya cancele,positivo
Ok cualquier información me comunica buenas noches,positivo
Ya pague el dia 29/09/2020,positivo
Buenas tardes el dia lunes vengo a areglar esq estoy de viaje,positivo
"Buenas%20tardes%20este%20mes%20tengo%20para%20pagar%20el%20capital%20%201,033.04%20soles",positivo
Yo te debo o que pasa,positivo
decides te identificas o pierdes.... Gracias,positivo
"Solo pago con mi dni, o necesito algun codigo?????",positivo
"ESTIMADO ESTOY PAGANDO CASI 5 AÑOS AL DIA ,NI EN PANDEMIA MI HE ATRAZADO ,,AHORA POR UN DIA K PASO ,,ESTAS K ME JODES.,,, MAS BIEN DEBES FELICITARME,,",positivo
tipo de préstamo. No me jodan.,positivo
Todo el dia estan que me llaman de su banco,positivo
"El numero 955652861 realizo una llamada, busca comunicarse contigo.",positivo
no me es posible reunir el monton de la letra . Espero su respuesta gracias.,positivo
Yo no quiero saber nada de ustedes mierdas,positivo
Aver buenas noches de cuanto es el pr¿stamo,positivo
Quien es ealter,positivo
Como que cuota,positivo
Ya epagado sres,positivo
Adónde puedo pagar,positivo
"El numero 943472719 realizo una llamada, busca comunicarse contigo.",positivo
Es muy incomodo tantos mensajes desde antes de fin de mes me vienen mandando,positivo
Disculpe que credito yo no saque nada,positivo
Que banco es,positivo
Ustedes son rateros,positivo
Me pueden esperar hasta el miércoles,positivo
Mñn los espero!!! Es algo que debio ser recogido hace 6 meses!!,positivo
Mañana si falta estoy pagando sin falta,positivo
ro lado quisiera saber cuantas cuotas me falta pagar. Gracias,positivo
Nada es gratis timadores,positivo
No llamen,positivo
Numeros apagados!!!!?,positivo
Ese el.monto 85,positivo
"El numero 945608651 realizo una llamada, busca comunicarse contigo.",positivo
Noooo les debo ok,positivo
Estoy que llamo y nadie me contesta,positivo
Con quién quieres comunicarte,positivo
Yo kiero saber xk es tanto,positivo
Beneficios de que?,positivo
No puedo llamarte x que no se quién eres disculpe,positivo
De que equipos de baja se refiere ud. Explique con mas detalles.,positivo
o¿ que parte de cagado que estoy no entienden? ni las malditos bonus vinieron al rescate para mi pidanle al gobierno mi bono y se lo agarran si y dejen,positivo
Ayer cancele,positivo
Los equipos están Gracias para que los recojan Gracias,positivo
Y sigue,positivo
"Cuantos es la deuda original, osea el saldo capital",positivo
No quiero ok,positivo
Acaso les debo,positivo
Pero uno llama timbra y mandan al buzón,positivo
"Buenas tardes, seria tan amable de dejar de enviarme mensajes",positivo
"El numero 948661803 quiere comunicarse contigo, si deseas llamalo.",positivo
Me pueda dar información,positivo
e esta cancelado mi crédito,positivo
Por favor como estube con el covid recien me estoy recuperando como puedo hacer con mi pago,positivo
Sera el prox. Pago de oct20. Xk estoy al dia.,positivo
"El numero 975443926 realizo una llamada, busca comunicarse contigo.",positivo
Me confirman el día y la hora de recojo para poder atenderlos,positivo
Por favir donde voy a querer refinanciar la deuda,positivo
X favor puede enviarme el cronograma de pagos se lo agradeceria,positivo
"El numero 972853787 quiere comunicarse contigo, si deseas llamalo.",positivo
Buenas noches yo no tengo deuda por favor no molestar se agradece,positivo
Cómo hago estoy gastado,positivo
Ya%20se%20pago%20,positivo
Ptmr estigosos de mrd no boya pagar jodanse idiotas,positivo
970458966 vas contestar ono se k estas en tu mujer por eso no contestas,positivo
????????,positivo
"El numero 965881691 realizo una llamada, busca comunicarse contigo.",positivo
Porq dicen q no pague?,positivo
Ya cancele toda,positivo
"Ya%20coordine%20con%20mi%20analista,%20pues%20quedamos%20en%20reprogramar%20en%20tres%20meses%20(diciembre%20inicio%20con%20mis%20pagos)%20Gracias",positivo
que es el bono bbp,positivo
"NO SE A QUE DEUDA SE REFIERE, NO LA TENGO",positivo
"El numero 944841576 realizo una llamada, busca comunicarse contigo.",positivo
Ojala Dios les perdone por todo el trauma,positivo
Estoy muy fastidiada por esto d estar narrando la misma historia y que una Institucion tan prestigiosa solo se preocupe por el cobro y no entienda y que,positivo
De ka hablas,positivo
Able con mi analista de préstamo y me dijo que tenia plazo para pagar asta el 9 de octubre,positivo
Ahora dignese a responder ya q Ud me envio el mensaje gracias,positivo
Si se que tengo deuda pero estamos con las justas,positivo
El pago que tengo que Aser es el d?a 26-10-2020,positivo
Me an enviado un cronograma que me toca pagar diciembre y enero,positivo
conste que el. carro.solo.lo.tuve un mes.en mi poder,positivo
Gracias ya adquiri un kia,positivo
Yo no debo en efectiva ok,positivo
Llamo pero no entra la llamada,positivo
Yo ya pague hasta octubre ya pague,positivo
Como%20es%20la%20entrega%20de%20los%20equipos,positivo
Dejen de estar mandando mensajes,positivo
Ya pague hace 6 dias uds deberian ver la informacion,positivo
"El numero 939113016 quiere comunicarse contigo, si deseas llamalo.",positivo
Y ud.me devuelve el pago del mes de enero .por qué no tenía cable.,positivo
"El numero 945134390 realizo una llamada, busca comunicarse contigo.",positivo
Estoy sin trabajo de donde voy a cancelar.,positivo
X una semana de atraso de nunciar se beqe uste no tiene capacodad y no conoce reglamento,positivo
A quien mierda tengo que llamar para que me entiendan,positivo
Yo%20ya%20epagado,positivo
No estoy en pacasmayo,positivo
"Los%20equipos%20de%20Movistar%20fueron%20pagados,%20por%20lo%20tanto%20no%20puedo%20devolverlos.",positivo
Buenas quien es usred,positivo
Yo sabré cuando voy a pagar o voy a robar para cumplir con el banco,positivo
Si el jueves lo canselare por qué aqui donde estoy no ay agente pero él jueves,positivo
"El numero 956671546 realizo una llamada, busca comunicarse contigo.",positivo
No tengo nada q tanto joden,positivo
Dame mas info,positivo
Monto,positivo
Ayer envié el aviso de Transferencia por el monto total pendiente. Coordiné con la Srta. Fidela Félix.,positivo
Cuales beneficios,positivo
Si ayer,positivo
todavia me toca pagar el 27 de octubre,positivo
Ladron . Apartate satanas,positivo
Buenas como lo puedo renovar gracias,positivo
El lunes sin falta voy a a pagar por favor recién estoy trabajando por fabor,positivo
Deja de joder ya pagué todo no ves en el sistema,positivo
Quien eres ??,positivo
Figense su sistema y vean que ya me descontaron.,positivo
"Evita reportes negativos, es en serio ? No hay trabajo la situacion esta horrible para muchos, deberian de apoyar y dar facilidad y no amenazar a sus c",positivo
ene mensaje q tengo q pagar,positivo
"Que mal con ustedes, ni los bancos ni las otras cajas pero ustedes a los maestros los quieren ver hundidos. Todos los meses me descuentan mi sueldo y vie",positivo
Como puedo hacer el deposito del dinero.,positivo
Llámenme y vengan,positivo
Se está comunicando por el área de inforcord,positivo
De cuanto seria el prestamo,positivo
nooo quiero,positivo
Buenas tardes ha un seguimos con la pandemia hasta q.hora atienden las agencias gracias,positivo
"El numero 950490448 quiere comunicarse contigo, si deseas llamalo.",positivo
X favor se cual es mi día de pago,positivo
Acepto asesoria,positivo
Hola y el préstamo de cuanto es,positivo
Disculpe seque equipo si yo no pedi de baja mi servicio,positivo
Los equipos adicionales son miis yo los compre,positivo
"El numero 943685858 realizo una llamada, busca comunicarse contigo.",positivo
Hola ya pagué,positivo
disculpa de que equipo me habla yo no tengo ningun de baja,positivo
"El numero 922954164 realizo una llamada, busca comunicarse contigo.",positivo
Por favor puede darme el monto a pagar??,positivo
Hola Juan Manuel me ha llegado este aviso de movistar. Te lo reenvio por si es importante.,positivo
Gracias ya pague,positivo
No se de qué equipos a mi nombre me refieren ya q yo no tengo ningú,positivo
"Buenas tardes el pago se efectuo el dia 25 de este mes, porfavor agradeceria que dejen de estar llamando y/o actualicen bien su sistema, Gracias.",positivo
Cuantas cuotas me faltan,positivo
De q se debe.ya le pague.me puede esplicar ..por fabor,positivo
"Como carajos voy a pagar, si estando en infocorp no me dan trabajo",positivo
Aki dice ke vencio el 2 de octubre 2020 vez reci¿n vencera,positivo
Quien eres...???,positivo
Los equipos los llevo el tecnico que vino a instalar el trio y no se porque tendria que devolverlos si esos equipos me cobraron,positivo
Por favor comprenda,positivo
ya anteriormente me hicieron la misma promesa pagar 1700 y no debía,positivo
Ya pague esa deuda,positivo
Que equipos ???,positivo
BS tardes los decos estan en disposicion de hace tiempo... Estoy en mi domicilio para el recogo correspondiente,positivo
Ya lo pagué,positivo
Quien eres para llamarte,positivo
Hola?,positivo
Sobre que sera buen dia,positivo
Buenas noches disculpe me podría dar info,positivo
Necesito mayor informacion por favor al respecto. Desconozco.,positivo
Ya pague el 23,positivo
"El numero 961080835 quiere comunicarse contigo, si deseas llamalo.",positivo
Ya pague x favor verifique,positivo
"Buenos dias, le saluda Edgardo Vega, no se si sera por este medio la coordinacion, el equipo para su devolucion se encuentra en el Jr. Jose Carlos Maria",positivo
Yo estoy al dia quiero que actualizan mi estado de cta a la feccha,positivo
Y por q no me contesta,positivo
ok gracias,positivo
El dia de hoy me pongo al dia,positivo
"El numero 966596512 realizo una llamada, busca comunicarse contigo.",positivo
Pago 50 soles si gustan,positivo
Con ustedes y el numero que me estan llamando,positivo
Que equipos no tengo ni uno,positivo
Von quien me estoy comunicando,positivo
No jodan ya fui a pagar,positivo
Buenas tardes ise un reporte un documento que me van enviar despues de 30 dias,positivo
"El numero 948030693 quiere comunicarse contigo, si deseas llamalo.",positivo
Mi vida en Cuarentena con un esposo discapacitado es suficientement,positivo
Disculpe yo no debo de Esika por fabor no molenten ok,positivo
"Buenas tardes, en vez de enviar amenazas deberían de contestar las",positivo
NO DEBO NADA...!!!🤪😡😡😤,positivo
Por favor especificar de saldo Si los descuentos en mi boleta son normales.,positivo
Av Peru 414 barranco,positivo
Puede ir a mi casa en la mañana yo esty asta las 11 de la mañana,positivo
Murio%20de%20covid%20,positivo
No%20tengo%20ninguna%20deuda%20por%20favor%20verificar%20bien%20o%20comunicarse%20con%20la%20central%20,positivo
"El numero 945149807 realizo una llamada, busca comunicarse contigo.",positivo
Gracias iré al banco para ver la promociones,positivo
De que equipos Movistar me habla,positivo
Al menos di tu nombre,positivo
Ya cancelé cuota el dia 23 de setiembre del 2020,positivo
Amigo por favor la placa del carro o nombre de la persona por favor,positivo
Ya pague septiembre y octubre,positivo
Yo estoy en provincia ..,positivo
"El numero 973822739 realizo una llamada, busca comunicarse contigo.",positivo
Llamo y nada además cual bono del buen pagador....,positivo
"El numero 997249391 realizo una llamada, busca comunicarse contigo.",positivo
Si no debo a mi banco,positivo
Buenas ya hice el pago el dia de ayer,positivo
"Por favor dejen de estar enviandome mensajes, ya que no tengo nada pendiente con la PUCP.",positivo
"Buenas tardes, disculpen hice un pequeño abono la semana pasada, la proxima semsna depositaré algo mas. Gracias",positivo
Si si para que me quintupliques el interés.,positivo
Credito de q,positivo
"El numero 920221161 realizo una llamada, busca comunicarse contigo.",positivo
"El numero 965686713 quiere comunicarse contigo, si deseas llamalo.",positivo
Ya envie a cancelar hoy,positivo
Q page,positivo
"El numero 988353527 quiere comunicarse contigo, si deseas llamalo.",positivo
No tengo trabajo,positivo
Por favor degen de estar molestando,positivo
Para q me Informen,positivo
Señoriata no podria ser algo menos po l ahrita no cuento con esa cantidad,positivo
"por favor degen de ostigar, a la ciudadana no deudora!!",positivo
No me est¿s llamando,positivo
Ya pague ayer.,positivo
r solicitaba una reprogramación de las cuotas a partir de Enero.,positivo
"El numero 980245125 quiere comunicarse contigo, si deseas llamalo.",positivo
Asimismo el 24/09/2020 Hr. 10:34:07. Con el Nro de operacion 297186 Si desea le envio la foto del bocher a este whatsApp,positivo
Yo no tengo ningún pendiente de planillas,positivo
Ya coordiné. Ya le di mi direccion.,positivo
Señor he pagado hace 2 semanas atras,positivo
Por favor enviame mi cronograma de pago,positivo
Quiero que sean mas paciente y comprensible gracias,positivo
Yo hablé para que lo pasaran hasta enero de proximo año porque no tengo arrendatarios debido a esta pandemia,positivo
10 am pasa que mi pago me llegó hoy resien 5.4 dela tarde al banco,positivo
No tengo trabajo m despidieron,positivo
Y no responden....,positivo
20 y la fecha no tengo respuesta debo tomarlo como silencio admini,positivo
Porque esas maquinas lo he dejado guardado y estoy pagando el espacio guardado mensual,positivo
"Le agradecere q no me esté enviando mensajes, mi pago se vence los fines de mes, creo hago mal en pagar antes, si sigue asi me veré obligada a pagar en e",positivo
Srs yo voy a pagar ok esperen e uos dias,positivo
No tengo deuda con ustedes,positivo
Solo tengo 1500 soles,positivo
Yo pago los viernes dejen de molestar,positivo
Estoy llamando y nadie contesta porfa llamar al.986828010,positivo
Al banco interbank,positivo
Ya%20coordine%20con%20una%20señorita%20para%20el%20pago%20gracias%20,positivo
Por favor contesten,positivo
Que beneficio es o me quieres estafar,positivo
No%20gracias,positivo
Buenas tardes asi es recién he cobrado y he notado que me ha venido demas asi que asumi que no me habian descontado la cuota. Eso ya escapa a mi responsa,positivo
Q puedo hacer cuando ya me fregar o en po er e en el ifocor ahora tienen q esperarme hasta cuando pueda trabajar solo son dos letra por favor esperen,positivo
Asi no me digas,positivo
Estás mal yo no debo nada escrita estoy en esa wevda,positivo
Disculpa la cuota se vende el dia 9 de octubre,positivo
le espero su llamada,positivo
"El numero 995168452 realizo una llamada, busca comunicarse contigo.",positivo
Cuanto cuesta,positivo
Nl%20tengo%20yo%20ningun%20equipo%20de%20clsro.,positivo
Ya cancelé la boleta,positivo
Cuando llegue a mil pagaré,positivo
Srta Mery buenos dias este mensaje me llego hoy,positivo
De cuanto sera,positivo
Hola ya paque,positivo
"Estoy%20en%20el%20ejercito%20perdon%20,%20cuanto%20debo",positivo
No tengo plata para cancelar mi cuota estoy en bancarota,positivo
"El numero 983871124 realizo una llamada, busca comunicarse contigo.",positivo
A qué se refiere? Yo sigo trabajando con movistar,positivo
Yo di una fecha de pago,positivo
Llamo a estos numeros y no responden,positivo
Crediscotia????,positivo
Ya pague en claro el 24 -09,positivo
Ya pague sr caja cusco,positivo
"cobranzas como el presente, hay caminos corectos que la norma asi lo preve.... esto no es el camino, porque no es incumbencia del Estufio.... Estamos pa",positivo
"Ok,%20hablemos%20en%203%20horas",positivo
Buenas tardes a ke se refiere,positivo
Ya paguerrrrr,positivo
Quien eres identificate,positivo
Que beneficios ?!,positivo
Buenas tardes soy la srta. Anghy Venegas y este número telefónico m,positivo
Benas tardes disculpe pues quiero saber cuanto todavía estoy debien,positivo
Me gustaria cancelar pero no cuento con dinero solo estoy buscando para la comida del dia y sino tengo no como por no puedo salir me dio Covid ya m recup,positivo
Ya vine al banco,positivo
Quién es ud,positivo
"El numero 931673709 realizo una llamada, busca comunicarse contigo.",positivo
Cuando me regresen a mi cronograma original cancelare xq no les daré el gusto se pagar 4 cuotas mas abusivps,positivo
interés y pague mi cuota normal,positivo
Llamo u llamo y nadie contesta para w dan números que nunca van a a,positivo
Informen los medios de pago,positivo
Buenas tardes me estan llamando y mi microfono del celular esta malogrado me han diagnosticado covid y si voy a pagar el 12 de octubre termino mis 20 dia,positivo
"El numero 999688679 realizo una llamada, busca comunicarse contigo.",positivo
"Y por qué no descontaron , de qué mes es lo que no pagué",positivo
Y de cuanto sera el prestamo,positivo
Ya realize mi pago,positivo
Ya trate de comunicarme pero nunca me contestan,positivo
Me puede explicar x,positivo
Que cuota si yo cancele,positivo
Quien eresss......,positivo
Si.,positivo
"El numero 949402961 quiere comunicarse contigo, si deseas llamalo.",positivo
De que equipos,positivo
Yo no debo ningun Equipo a Movistar,positivo
"El numero 932778338 realizo una llamada, busca comunicarse contigo.",positivo
500 soles led pago y cerramos la deuda,positivo
NO ACEPTO,positivo
Que mas por favor,positivo
"Ya se pago hoy, por bbva",positivo
Llamame 942737339,positivo
Ya pague y no molesten por favor,positivo
Donde recoger,positivo
El día jueves por favor a primera hora estoy pagando gracias,positivo
Como asi si el estado ya congelo las cuentas de los peruanos,positivo
Haber amig@ no debo de ninguna samana,positivo
Informacion%20,positivo
Estoy pagando de a poco,positivo
Y mañana pago el mismo monto?,positivo
Que devolucion,positivo
Disculpe mañana voy a pagar x don Carlos lo programó para la fecha,positivo
Ok estoy de acuerdo,positivo
mi padre notifico al dicho banco encima lo cerraron,positivo
Cuando gusten pueden pasar a recogerlos,positivo
Yo no debo porfsvor,positivo
"Si tengo deuda en Interbak, banco de los ladrones",positivo
Ya he pagado gracias,positivo
Que recibo?,positivo
Srs el suscrito ya no vive en lima. Estuvimos esperando el recojo hasta el mes de agosto que me traslade a provincia. Grs,positivo
"Buenas tardes, bastante insistencia para hacer el cobro",positivo
No acorde por 48 meses,positivo
Ya pague el sabado buenas tardes,positivo
"El numero 927856869 realizo una llamada, busca comunicarse contigo.",positivo
no me vuelvan a mandar este tipo de mensaje,positivo
No%20se%20de%20dondecsacan%20algun%20compromiso%20,positivo
Ya pagué no jodan,positivo
Soy músico con que plata piensan que pague,positivo
Ua gracias,positivo
¿Como te fue en el dia?,positivo
Ya pague ahorita,positivo
Ahora no tengo,positivo
Porfavor dejen de enviar estos tipos de mensajes,positivo
"Amplie el plazo, no hay dinero por ahora",positivo
"El numero 956693608 quiere comunicarse contigo, si deseas llamalo.",positivo
No tengo dinero por culpa de la pandemia la familia se fue al mas alla,positivo
No molesten por favor,positivo
Me voy acercar,positivo
Suena apagado,positivo
Bueno yo ya cancele y estoy q les llamo y nunca contestan me podrian brindar un teléfono pero q si contesten,positivo
Ya lo pague como hace 2 semanas,positivo
"Como eran tantas personas que llamaron, no les parece sospechoso.",positivo
No le tengo deudas con ustedes,positivo
"Estamos en emergencia cuando se solucione y tenga efectivo pagar¿, gracias m.",positivo
Yo quiero trabajar,positivo
Señorita le doy el Numero de el amigo de mi hermano para que le llamé,positivo
Cancele mi cuota el dia 30 de septiembre,positivo
Xq para que quien eres,positivo
Esta cuenta lo pertenece a la sra CARMEN RODRIGUEZ ZAMORA CON ELLA COMUNIQUESE SI ES CIERTO YO LO GARANTIZE PERO SE HIZO RESPONSABLE DE PAGAR OK,positivo
No tengo plata recién voy a trabajar estuve enfermo y mí familia ta,positivo
Deja de enviar msj q no me interesa esos productos,positivo
Ya pague enBCP,positivo
Ingrese al sistema y verifique ya esta cancelado,positivo
Ya able con la señorita con suelo mianalista gracias,positivo
"El numero 985363769 realizo una llamada, busca comunicarse contigo.",positivo
"El numero 957473285 quiere comunicarse contigo, si deseas llamalo.",positivo
Yo tengo ninguna deuda con ustedes,positivo
Ok gracias los pagos los ago con anticipación,positivo
Buenas tardes quisera terminar con este problema pero no tengo esa cantidad solo tengo 1500 y lo cancelo hoy... Si me dan mi constancia de no adeudo...,positivo
Listo%20,positivo
n pagare hasta el otro mes,positivo
"Muy elevado dada la situación, si la bajan a 8000 podría pensarlo y",positivo
Dígame como puedo informarme,positivo
"El numero 995135661 realizo una llamada, busca comunicarse contigo.",positivo
Q cuota por favor,positivo
"Si, estoy pagando está semana , gracias",positivo
No tengo el cronograma de pagos,positivo
El pago lo hare pa navidad con su pavo y su paneton..gracias.,positivo
Estoy solicitando constancia de pago para berificar si han hecho el descuento,positivo
